
Training starting on: 08/02/2025, 03:02:13


INFO:root:--------------------------------------------------
INFO:root:total_blocks : 12
INFO:root:adapters_per_block : 1
INFO:root:current_task : 0
INFO:root:total_temporal_adapters : 12
INFO:root:total_spatial_adapters : 12
INFO:root:total_classifiers : 1
INFO:root:total_adapters : 24
INFO:root:total_params : 53137925
INFO:root:--------------------------------------------------
INFO:root:Epoch 0 - Average Loss: 1.5552, Average Accuracy: 0.3203, Samples: 693
INFO:root:Epoch 56 - Average Loss: 0.9904, Average Accuracy: 0.9149, Samples: 693
INFO:root:Evaluation Epoch 56 - Average Loss: 1.0538, Average Accuracy: 0.8435, Samples: 115
INFO:root:Epoch 57 - Average Loss: 0.9964, Average Accuracy: 0.9076, Samples: 693
INFO:root:Evaluation Epoch 57 - Average Loss: 1.0596, Average Accuracy: 0.8435, Samples: 115
INFO:root:Epoch 58 - Average Loss: 0.9963, Average Accuracy: 0.9062, Samples: 693
INFO:root:Evaluation Epoch 58 - Average Loss: 1.0782, Average Accuracy: 0.8261, Samples: 115
INFO:root:Epoch 59 - Average Loss: 0.9900, Average Accuracy: 0.9105, Samples: 693
INFO:root:Evaluation Epoch 59 - Average Loss: 1.0341, Average Accuracy: 0.8696, Samples: 115
INFO:root:

Training starting on: 08/02/2025, 11:34:47


INFO:root:--------------------------------------------------
INFO:root:total_blocks : 12
INFO:root:adapters_per_block : 1
INFO:root:current_task : 0
INFO:root:total_temporal_adapters : 12
INFO:root:total_spatial_adapters : 12
INFO:root:total_classifiers : 1
INFO:root:total_adapters : 24
INFO:root:total_params : 53160051
INFO:root:--------------------------------------------------
INFO:root:Epoch 0 - Average Loss: 3.9206, Average Accuracy: 0.0427, Samples: 5695
INFO:root:Evaluation Epoch 0 - Average Loss: 3.9061, Average Accuracy: 0.0570, Samples: 947
INFO:root:Epoch 1 - Average Loss: 3.8699, Average Accuracy: 0.1048, Samples: 5695
INFO:root:Evaluation Epoch 1 - Average Loss: 3.8565, Average Accuracy: 0.1214, Samples: 947
INFO:root:Epoch 2 - Average Loss: 3.8403, Average Accuracy: 0.1384, Samples: 5695
INFO:root:Evaluation Epoch 2 - Average Loss: 3.8333, Average Accuracy: 0.1426, Samples: 947
INFO:root:Epoch 3 - Average Loss: 3.8134, Average Accuracy: 0.1656, Samples: 5695
INFO:root:Evaluation Epoch 3 - Average Loss: 3.8084, Average Accuracy: 0.1721, Samples: 947
INFO:root:Epoch 4 - Average Loss: 3.7889, Average Accuracy: 0.1888, Samples: 5695
INFO:root:Evaluation Epoch 4 - Average Loss: 3.7963, Average Accuracy: 0.1700, Samples: 947
INFO:root:Epoch 5 - Average Loss: 3.7725, Average Accuracy: 0.2091, Samples: 5695
INFO:root:Evaluation Epoch 5 - Average Loss: 3.7783, Average Accuracy: 0.1890, Samples: 947
INFO:root:Epoch 6 - Average Loss: 3.7505, Average Accuracy: 0.2346, Samples: 5695
INFO:root:Evaluation Epoch 6 - Average Loss: 3.7583, Average Accuracy: 0.2313, Samples: 947
INFO:root:Epoch 7 - Average Loss: 3.7258, Average Accuracy: 0.2667, Samples: 5695
INFO:root:Evaluation Epoch 7 - Average Loss: 3.7254, Average Accuracy: 0.2672, Samples: 947
INFO:root:Epoch 8 - Average Loss: 3.7007, Average Accuracy: 0.2945, Samples: 5695
INFO:root:Evaluation Epoch 8 - Average Loss: 3.7122, Average Accuracy: 0.2735, Samples: 947
INFO:root:Epoch 9 - Average Loss: 3.6769, Average Accuracy: 0.3233, Samples: 5695
INFO:root:Evaluation Epoch 9 - Average Loss: 3.6923, Average Accuracy: 0.3052, Samples: 947
INFO:root:Epoch 10 - Average Loss: 3.6532, Average Accuracy: 0.3463, Samples: 5695
INFO:root:Evaluation Epoch 10 - Average Loss: 3.6664, Average Accuracy: 0.3358, Samples: 947
INFO:root:Epoch 11 - Average Loss: 3.6262, Average Accuracy: 0.3737, Samples: 5695
INFO:root:Evaluation Epoch 11 - Average Loss: 3.6576, Average Accuracy: 0.3358, Samples: 947
INFO:root:Epoch 12 - Average Loss: 3.6061, Average Accuracy: 0.3879, Samples: 5695
INFO:root:Evaluation Epoch 12 - Average Loss: 3.6190, Average Accuracy: 0.3738, Samples: 947
INFO:root:Epoch 13 - Average Loss: 3.5838, Average Accuracy: 0.4088, Samples: 5695
INFO:root:Evaluation Epoch 13 - Average Loss: 3.6031, Average Accuracy: 0.3918, Samples: 947
INFO:root:Epoch 14 - Average Loss: 3.5611, Average Accuracy: 0.4288, Samples: 5695
INFO:root:Evaluation Epoch 14 - Average Loss: 3.6023, Average Accuracy: 0.3844, Samples: 947
INFO:root:Epoch 15 - Average Loss: 3.5395, Average Accuracy: 0.4581, Samples: 5695
INFO:root:Evaluation Epoch 15 - Average Loss: 3.5783, Average Accuracy: 0.4150, Samples: 947
INFO:root:Epoch 16 - Average Loss: 3.5167, Average Accuracy: 0.4825, Samples: 5695
INFO:root:Evaluation Epoch 16 - Average Loss: 3.5577, Average Accuracy: 0.4329, Samples: 947
INFO:root:Epoch 17 - Average Loss: 3.4914, Average Accuracy: 0.5089, Samples: 5695
INFO:root:Evaluation Epoch 17 - Average Loss: 3.5432, Average Accuracy: 0.4446, Samples: 947
INFO:root:Epoch 18 - Average Loss: 3.4654, Average Accuracy: 0.5361, Samples: 5695
INFO:root:Evaluation Epoch 18 - Average Loss: 3.5248, Average Accuracy: 0.4773, Samples: 947
INFO:root:Epoch 19 - Average Loss: 3.4439, Average Accuracy: 0.5573, Samples: 5695
INFO:root:Evaluation Epoch 19 - Average Loss: 3.5073, Average Accuracy: 0.4931, Samples: 947
INFO:root:Epoch 20 - Average Loss: 3.4237, Average Accuracy: 0.5747, Samples: 5695
INFO:root:Evaluation Epoch 20 - Average Loss: 3.4930, Average Accuracy: 0.5058, Samples: 947
INFO:root:Epoch 21 - Average Loss: 3.4006, Average Accuracy: 0.5968, Samples: 5695
INFO:root:Evaluation Epoch 21 - Average Loss: 3.4681, Average Accuracy: 0.5259, Samples: 947
INFO:root:Epoch 22 - Average Loss: 3.3801, Average Accuracy: 0.6200, Samples: 5695
INFO:root:Evaluation Epoch 22 - Average Loss: 3.4507, Average Accuracy: 0.5533, Samples: 947
INFO:root:Epoch 23 - Average Loss: 3.3567, Average Accuracy: 0.6421, Samples: 5695
INFO:root:Evaluation Epoch 23 - Average Loss: 3.4313, Average Accuracy: 0.5692, Samples: 947
INFO:root:Epoch 24 - Average Loss: 3.3364, Average Accuracy: 0.6637, Samples: 5695
INFO:root:Evaluation Epoch 24 - Average Loss: 3.4085, Average Accuracy: 0.5924, Samples: 947
INFO:root:Epoch 25 - Average Loss: 3.3138, Average Accuracy: 0.6894, Samples: 5695
INFO:root:Evaluation Epoch 25 - Average Loss: 3.4016, Average Accuracy: 0.5977, Samples: 947
INFO:root:Epoch 26 - Average Loss: 3.2892, Average Accuracy: 0.7115, Samples: 5695
INFO:root:Evaluation Epoch 26 - Average Loss: 3.3792, Average Accuracy: 0.6283, Samples: 947
INFO:root:Epoch 27 - Average Loss: 3.2672, Average Accuracy: 0.7329, Samples: 5695
INFO:root:Evaluation Epoch 27 - Average Loss: 3.3563, Average Accuracy: 0.6494, Samples: 947
INFO:root:Epoch 28 - Average Loss: 3.2463, Average Accuracy: 0.7524, Samples: 5695
INFO:root:Evaluation Epoch 28 - Average Loss: 3.3444, Average Accuracy: 0.6558, Samples: 947
INFO:root:Epoch 29 - Average Loss: 3.2253, Average Accuracy: 0.7701, Samples: 5695
INFO:root:Evaluation Epoch 29 - Average Loss: 3.3231, Average Accuracy: 0.6790, Samples: 947
INFO:root:Epoch 30 - Average Loss: 3.2042, Average Accuracy: 0.7874, Samples: 5695
INFO:root:Evaluation Epoch 30 - Average Loss: 3.3035, Average Accuracy: 0.6990, Samples: 947
INFO:root:Epoch 31 - Average Loss: 3.1852, Average Accuracy: 0.8068, Samples: 5695
INFO:root:Evaluation Epoch 31 - Average Loss: 3.2940, Average Accuracy: 0.7054, Samples: 947
INFO:root:Epoch 32 - Average Loss: 3.1696, Average Accuracy: 0.8190, Samples: 5695
INFO:root:Evaluation Epoch 32 - Average Loss: 3.2766, Average Accuracy: 0.7254, Samples: 947
INFO:root:Epoch 33 - Average Loss: 3.1560, Average Accuracy: 0.8302, Samples: 5695
INFO:root:Evaluation Epoch 33 - Average Loss: 3.2656, Average Accuracy: 0.7371, Samples: 947
INFO:root:Epoch 34 - Average Loss: 3.1425, Average Accuracy: 0.8402, Samples: 5695
INFO:root:Evaluation Epoch 34 - Average Loss: 3.2612, Average Accuracy: 0.7339, Samples: 947
INFO:root:Epoch 35 - Average Loss: 3.1278, Average Accuracy: 0.8560, Samples: 5695
INFO:root:Evaluation Epoch 35 - Average Loss: 3.2446, Average Accuracy: 0.7466, Samples: 947
INFO:root:Epoch 36 - Average Loss: 3.1150, Average Accuracy: 0.8648, Samples: 5695
INFO:root:Evaluation Epoch 36 - Average Loss: 3.2333, Average Accuracy: 0.7603, Samples: 947
INFO:root:Epoch 37 - Average Loss: 3.1026, Average Accuracy: 0.8750, Samples: 5695
INFO:root:Evaluation Epoch 37 - Average Loss: 3.2316, Average Accuracy: 0.7635, Samples: 947
INFO:root:Epoch 38 - Average Loss: 3.0927, Average Accuracy: 0.8848, Samples: 5695
INFO:root:Evaluation Epoch 38 - Average Loss: 3.2166, Average Accuracy: 0.7677, Samples: 947
INFO:root:Epoch 39 - Average Loss: 3.0838, Average Accuracy: 0.8918, Samples: 5695
INFO:root:Evaluation Epoch 39 - Average Loss: 3.2082, Average Accuracy: 0.7761, Samples: 947
INFO:root:Epoch 40 - Average Loss: 3.0752, Average Accuracy: 0.8992, Samples: 5695
INFO:root:Evaluation Epoch 40 - Average Loss: 3.2063, Average Accuracy: 0.7761, Samples: 947
INFO:root:Epoch 41 - Average Loss: 3.0647, Average Accuracy: 0.9083, Samples: 5695
INFO:root:Evaluation Epoch 41 - Average Loss: 3.2036, Average Accuracy: 0.7709, Samples: 947
INFO:root:Epoch 42 - Average Loss: 3.0603, Average Accuracy: 0.9115, Samples: 5695
INFO:root:Evaluation Epoch 42 - Average Loss: 3.2082, Average Accuracy: 0.7730, Samples: 947
INFO:root:Epoch 43 - Average Loss: 3.0538, Average Accuracy: 0.9169, Samples: 5695
INFO:root:Evaluation Epoch 43 - Average Loss: 3.1984, Average Accuracy: 0.7814, Samples: 947
INFO:root:Epoch 44 - Average Loss: 3.0464, Average Accuracy: 0.9247, Samples: 5695
INFO:root:Evaluation Epoch 44 - Average Loss: 3.1929, Average Accuracy: 0.7909, Samples: 947
INFO:root:Epoch 45 - Average Loss: 3.0400, Average Accuracy: 0.9296, Samples: 5695
INFO:root:Evaluation Epoch 45 - Average Loss: 3.1809, Average Accuracy: 0.7973, Samples: 947
INFO:root:

Training starting on: 08/02/2025, 21:56:00


INFO:root:--------------------------------------------------
INFO:root:total_blocks : 12
INFO:root:adapters_per_block : 1
INFO:root:current_task : 0
INFO:root:total_temporal_adapters : 12
INFO:root:total_spatial_adapters : 12
INFO:root:total_classifiers : 1
INFO:root:total_adapters : 24
INFO:root:total_params : 53160051
INFO:root:--------------------------------------------------
INFO:root:Epoch 0 - Average Loss: 3.9184, Average Accuracy: 0.0428, Samples: 5695
INFO:root:Evaluation Epoch 0 - Average Loss: 3.9088, Average Accuracy: 0.0496, Samples: 947
INFO:root:Epoch 1 - Average Loss: 3.8690, Average Accuracy: 0.0978, Samples: 5695
INFO:root:Evaluation Epoch 1 - Average Loss: 3.8505, Average Accuracy: 0.1246, Samples: 947
INFO:root:Epoch 2 - Average Loss: 3.8334, Average Accuracy: 0.1382, Samples: 5695
INFO:root:Evaluation Epoch 2 - Average Loss: 3.8263, Average Accuracy: 0.1447, Samples: 947
INFO:root:Epoch 3 - Average Loss: 3.8044, Average Accuracy: 0.1668, Samples: 5695
INFO:root:Evaluation Epoch 3 - Average Loss: 3.8010, Average Accuracy: 0.1742, Samples: 947
INFO:root:Epoch 4 - Average Loss: 3.7787, Average Accuracy: 0.1940, Samples: 5695
INFO:root:Evaluation Epoch 4 - Average Loss: 3.7960, Average Accuracy: 0.1700, Samples: 947
INFO:root:Epoch 5 - Average Loss: 3.7625, Average Accuracy: 0.2097, Samples: 5695
INFO:root:Evaluation Epoch 5 - Average Loss: 3.7771, Average Accuracy: 0.1911, Samples: 947
INFO:root:

Training starting on: 08/02/2025, 23:15:25


INFO:root:--------------------------------------------------
INFO:root:total_blocks : 12
INFO:root:adapters_per_block : 1
INFO:root:current_task : 0
INFO:root:total_temporal_adapters : 12
INFO:root:total_spatial_adapters : 12
INFO:root:total_classifiers : 1
INFO:root:total_adapters : 24
INFO:root:total_params : 53160051
INFO:root:--------------------------------------------------
INFO:root:Epoch 0 - Average Loss: 3.9184, Average Accuracy: 0.0428, Samples: 5695
INFO:root:Evaluation Epoch 0 - Average Loss: 3.9088, Average Accuracy: 0.0496, Samples: 947
INFO:root:Epoch 1 - Average Loss: 3.8690, Average Accuracy: 0.0978, Samples: 5695
INFO:root:Evaluation Epoch 1 - Average Loss: 3.8505, Average Accuracy: 0.1246, Samples: 947
INFO:root:Epoch 2 - Average Loss: 3.8334, Average Accuracy: 0.1382, Samples: 5695
INFO:root:Evaluation Epoch 2 - Average Loss: 3.8263, Average Accuracy: 0.1447, Samples: 947
INFO:root:Epoch 3 - Average Loss: 3.8044, Average Accuracy: 0.1668, Samples: 5695
INFO:root:Evaluation Epoch 3 - Average Loss: 3.8010, Average Accuracy: 0.1742, Samples: 947
INFO:root:Epoch 4 - Average Loss: 3.7787, Average Accuracy: 0.1940, Samples: 5695
INFO:root:Evaluation Epoch 4 - Average Loss: 3.7960, Average Accuracy: 0.1700, Samples: 947
INFO:root:Epoch 5 - Average Loss: 3.7625, Average Accuracy: 0.2097, Samples: 5695
INFO:root:Evaluation Epoch 5 - Average Loss: 3.7771, Average Accuracy: 0.1911, Samples: 947
INFO:root:Epoch 6 - Average Loss: 3.7469, Average Accuracy: 0.2251, Samples: 5695
INFO:root:Evaluation Epoch 6 - Average Loss: 3.7567, Average Accuracy: 0.2228, Samples: 947
